"Assets > Saraswat Bank - S.B. A/c 152200100300217 ( 101001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
ME-2025-0001753,301012 301016 301044 303001 301003 301007 301004 301009 304001 301011,Late Payment Interest Maintenance Charges Arrears Property Tax Property Tax Common Electricity Charges Non Occupancy Charges Water Charges 2Wheeler Parking Charges  Sinking Fund Education & Training Fund Education & Training Fund Maintenance Charges Property Tax Common Electricity Charges Non Occupancy Charges Water Charges 2Wheeler Parking Charges  Sinking Fund, 403,13-09-2025,NEFT recd agst bill no. 191 dt 01.09.2025,HDFCN52025091372491036,HDFC Bank , Saraswat Bank - S.B. A/c 152200100300217 ,101001,8700.00,,
ME-2025-0001763,301009 301002 301044 301003 301011 301016 303001 304001 301004,2Wheeler Parking Charges  4Wheeler Parking Charges  Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 202,15-09-2025,NEFT recd agst bill 182 dt. 01.09.2025,HDFCH00485951286,HDFC BANK `, Saraswat Bank - S.B. A/c 152200100300217 ,101001,1691.00,,
EE-2025-0000208,406008,Repair & Maintenance Others,Patel Pump,16-09-2025,Being amount paid towards panel board installation  electrrical connection setting & service charges,195317,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,9000,
ME-2025-0001754,301002 301044 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 302,17-09-2025,IMPS recd agst bill dt. 01.09.25,526011119146,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,5039.00,,
ME-2025-0001755,301002 301010 301044 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 601,17-09-2025,IMPS recd agst bill dt. 01.09.25,526011119146,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,6292.00,,
ME-2025-0001764,301044 301003 301011 301016 303001 304001 301004,Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 303,17-09-2025,NEFT recd agst bill 187 dt. 01.09.2025,DCBLH02654193,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4839.00,,
ME-2025-0001765,301003 301011 301016 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Sinking Fund Water Charges, G-II,17-09-2025,NEFT recd agst bill 200 dt. 01.09.2025,DCBLH02655210,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,2240.00,,
EE-2025-0000210,406013,Building Repair and Maintenance,Wise Construction ,20-09-2025,Being bill paid for Advice towards Building Repairs,195318,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,15000,
ME-2025-0001770,206001,Advance Members, 602,21-09-2025,neft recd agst advance,526419021282,NA, Saraswat Bank - S.B. A/c 152200100300217 ,101001,5271.00,,
ME-2025-0001766,301010,Additional Space Charges, S1/2/3A,22-09-2025,NEFT recd agst bill 174 dt. 01.09.2025,BARBU25265183239,Bank of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12922.00,,
ME-2025-0001767,301044 301003 301011 301016 303001 304001,Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund, G2,22-09-2025,NEFT recd agst bill 175 dt. 01.09.2025,BARBU25265188436,Bank of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,16394.00,,
ME-2025-0001768,301009 301044 301003 301011 301016 303001 304001,2Wheeler Parking Charges  Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund, S1/2/3,22-09-2025,NEFT recd agst bill 176 dt. 01.09.2025,BARBU25265188545,Bank of Baroda`, Saraswat Bank - S.B. A/c 152200100300217 ,101001,37712.00,,
ME-2025-0001756,301011 304001 301002 301004 301003 303001 301044 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Arrears Property Tax Maintenance Charges, 603,24-09-2025,UPI recd agst bill no. 199 dt 01.09 2025,N.A.,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4802.00,,
ME-2025-0001769,301012 301003 301011 301016 303001 304001 301004 301044,Late Payment Interest Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 402,24-09-2025,NEFT recd agst bill 190 dt. 01.09.2025,HDFCH0503250292,HDFC Bank , Saraswat Bank - S.B. A/c 152200100300217 ,101001,7998.00,,
ME-2025-0001757,301011 304001 301004 301003 301009 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges 2Wheeler Parking Charges  Maintenance Charges, G001,25-09-2025,Ch. recd dt 22.09.2025 agst bill no.201 dt 01.09.25,000025,Bassein Catholic Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2628.00,,
ME-2025-0001758,301011 304001 301002 301004 301003 301010 303001 301044 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Additional Space Charges Property Tax Arrears Property Tax Maintenance Charges, 101,25-09-2025,Ch. recd agst bill no 177 dt 01.09.25,000150,HDFC Bank`, Saraswat Bank - S.B. A/c 152200100300217 ,101001,6162.00,,
ME-2025-0001759,301011 304001 301004 301003 303001 301044 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Arrears Property Tax Maintenance Charges, 304,25-09-2025,Ch. recd agst bill no 188 dt 01.09.25,028770,HDFC Bank`, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4962.00,,
ME-2025-0001771,301011 304001 301002 301004 301003 301009 301010 303001 301044 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges 2Wheeler Parking Charges  Additional Space Charges Property Tax Arrears Property Tax Maintenance Charges, 102,25-09-2025,Chq recd agst bill 178 dt. 01.09.25,697620,State Bank of India, Saraswat Bank - S.B. A/c 152200100300217 ,101001,6389.00,,
BE-2025-0000031,0,Bank Transfer,,25-09-2025,BEING CASH WITHDRAWAL,195320,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2500,
BE-2025-0000012,0,Bank Transfer,,30-09-2025,Sweep out TD1001848117,TD1001848117,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,50000,
ME-2025-0001971,304008,Transfer Premium, 501,02-10-2025,NEFT recd agst Transfer premium,ICICN12025100200814752,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12500.00,,
ME-2025-0001995,304008,Transfer Premium, 501,03-10-2025,ch. recd agst transfer premium,206763,Central Bank Of India , Saraswat Bank - S.B. A/c 152200100300217 ,101001,12500.00,,
ME-2025-0001996,304005 304006,Entrance Fee Share Transfer Fee, 501,03-10-2025,ch. recd agst transfer premium,206764,Central Bank Of India , Saraswat Bank - S.B. A/c 152200100300217 ,101001,700.00,,
EE-2025-0000212,401001,Salary Expenses,Shantaram Katkar,04-10-2025,Being salary paid for Sep 2025,195321,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2000,
EE-2025-0000214,407001,Security Charges,Deepak Security Service,05-10-2025,Being bill paid for Sep 2025,195322,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,29057,
EE-2025-0000220,401001,Salary Expenses,Chitra Parmar,05-10-2025,Being salary paid for Sep 2025,195323,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,4000,
EE-2025-0000222,401001,Salary Expenses,Gardner,05-10-2025,Being Salary paid for Sep 2025,195324,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
ME-2025-0001983,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 503,06-10-2025,IMPS recd agst bill 223 dt. 01.10.2025,527913349944,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3684.00,,
ME-2025-0001984,301012 301003 301011 301016 303001 304001 301004 301044,Late Payment Interest Late Payment Interest Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 204,06-10-2025,NEFT recd agst bill 212 dt. 01.10.2025,HDFCH00527190953,HDFC Bank , Saraswat Bank - S.B. A/c 152200100300217 ,101001,11724.00,,
EE-2025-0000334,403001,Electricity Charges,TATA Power,08-10-2025,Being elec bill paid Sep 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,8026,
EE-2025-0000335,403001,Electricity Charges,TATA Power,08-10-2025,Being elec bill paid for Sep 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1326,
EE-2025-0000224,407008,Insurance Expenses,United India Insurance Co,09-10-2025,Being Insurance Premium paid FOR 22.10.2025 TO 21.10.2026,195325,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,24190,
ME-2025-0001985,301009 301002 301003 301011 301016 303001 304001 301004 206001,2Wheeler Parking Charges  4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Advance Members Advance Members, 202,13-10-2025,NEFT recd agst bill 210 dt. 01.10.2025,HDFCH00544546154,HDFC BANK `, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12690.00,,
EE-2025-0000226,407011,Audit Fees,Audiors Fees,13-10-2025,Professional Fees for Audit for FY2024-25,195326,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,3200,
BE-2025-0000032,0,Bank Transfer,,13-10-2025,BEING CASH WITHDRAWAL,195326,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,8000,
ME-2025-0001986,301012 301009 301003 301011 301016 303001 304001 301004 301007,Late Payment Interest 2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Non Occupancy Charges, 403,16-10-2025,NEFT recd agst bill 219 dt. 01.10.2025,HDFCH00554579295,HDFC BANK `, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3804.00,,
ME-2025-0001967,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 302,20-10-2025,NEFT recd agst bill,529309562163,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3630.00,,
ME-2025-0001968,301002 301010 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 601,20-10-2025,NEFT recd agst bill,529309562163,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4745.00,,
ME-2025-0001987,301003 301011 301016 303001 304001,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund, G2,20-10-2025,NEFT recd agst bill 203 dt. 01.10.2025,BARBV25293187557,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,11112.00,,
ME-2025-0001988,301009 301003 301011 301016 303001 304001,2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund, S1/2/3,20-10-2025,NEFT recd agst bill 204 dt. 01.10.2025,BARBV2529390104,Bank of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,21819.00,,
ME-2025-0001989,301010,Additional Space Charges, S1/2/3A,20-10-2025,NEFT recd agst bill 202 dt. 01.10.2025,BARBV25293185669,Bank of Baroda`, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12922.00,,
ME-2025-0001990,301009 301003 301011 301016 304001 301004,2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Sinking Fund Water Charges, G001,21-10-2025,NEFT recd agst bill 229 dt. 01.10.2025,529431818677,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,2628.00,,
ME-2025-0001991,301012 301002 301044 301003 301011 301016 303001 304001 301004,Late Payment Interest Late Payment Interest 4Wheeler Parking Charges  Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 104,21-10-2025,NEFT recd agst bill 208 dt. 01.10.2025,112992915800,HDFC bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,8923.00,,
ME-2025-0001992,301003 301011 301016 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Sinking Fund Water Charges, G-II,21-10-2025,NEFT recd agst bill 228 dt. 01.10.2025,DCBLH06722562,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,2240.00,,
ME-2025-0001993,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 303,21-10-2025,NEFT recd agst bill 215 dt. 01.10.2025,DCBLH06722590,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3430.00,,
BE-2025-0000013,0,Bank Transfer,,21-10-2025,Sweep out TD1001875923,TD1001875923,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,50000,
ME-2025-0001969,301011 304001 301002 301004 301003 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 603,22-10-2025,UPI recd agst bill 227 dt 01.10.2025,Na,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3684.00,,
ME-2025-0001972,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 501,23-10-2025,NEFT recd agst bill 221 dt. 01.10.25,CBINN62025102321487011,Central Bank of India, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3545.00,,
ME-2025-0001994,301016 303001 301003 301004 301012 304001 301011 301044,Maintenance Charges Property Tax Common Electricity Charges Water Charges Late Payment Interest Sinking Fund Education & Training Fund Arrears Property Tax Education & Training Fund Late Payment Interest Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges Common Electricity Charges Maintenance Charges Property Tax Water Charges Sinking Fund Late Payment Interest Education & Training Fund Sinking Fund Late Payment Interest Education & Training Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges Education & Training Fund Maintenance Charges Property Tax Common Electricity Charges Water Charges Sinking Fund Late Payment Interest, 201,24-10-2025,NEFT recd agst bill 209 dt. 01.10.2025,HDFCH00568379001,HDFC Bank , Saraswat Bank - S.B. A/c 152200100300217 ,101001,18453.00,,
ME-2025-0001973,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 401,25-10-2025,NEFT recd agst bill dt. 01.10.25,ICIN12025102504836329,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3489.00,,
ME-2025-0001974,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 404,25-10-2025,NEFT recd agst bill dt. 01.10.25,ICIN12025102504836329,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3489.00,,
ME-2025-0001975,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 504,25-10-2025,NEFT recd agst bill dt. 01.10.25,ICIN12025102504836329,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3545.00,,
ME-2025-0001978,301009 301003 301011 301016 303001 304001 301004 206001,2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Advance Members Advance Members, 203,25-10-2025,Ch recd agst bill 211 ch dt 09.10.25,224554,Canara Bank , Saraswat Bank - S.B. A/c 152200100300217 ,101001,16095.00,,
ME-2025-0001979,301002 301010 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 101,25-10-2025,Ch recd agst bill 205 ch dt 25.10.25,000152,HDFC bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4689.00,,
ME-2025-0001981,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 304,25-10-2025,Ch recd agst bill 216 ch dt 25.10.25,098807,Punjab National Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3489.00,,
ME-2025-0001982,301009 301002 301010 301003 301011 301016 303001 304001 301004,2Wheeler Parking Charges  4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 102,25-10-2025,Ch recd agst bill 206 ch dt 24.10.25,697622,State Bank Of India , Saraswat Bank - S.B. A/c 152200100300217 ,101001,4980.00,,
EE-2025-0000228,410001,Festival Expenses,Unassigned,25-10-2025,Being amount paid towards purchase of diwali lights,195328,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,7000,
BE-2025-0000014,0,Bank Transfer,,28-10-2025,Sweep out TD1001883779,TD1001883779,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,50000,
ME-2025-0002200,301011 301012 304001 301004 301003 303001 301016,Education & Training Fund Late Payment Interest Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges Education & Training Fund Late Payment Interest Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 402,05-11-2025,NEFT recd agst bill 249 dt. 01.11.2025,HDFCH00592441313,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,6914.00,,
ME-2025-0002201,301011 304001 301002 301004 301003 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 503,05-11-2025,IMPS recd agst bill 254 dt 01.11.2025,530920398767,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3684.00,,
EE-2025-0000230,401001,Salary Expenses,Shantaram Katkar,05-11-2025,Being salary paid for Oct 2025,195329,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2000,
EE-2025-0000232,407001,Security Charges,Deepak Security Service,05-11-2025,Being bill paid for Oct 2025,195330,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,29700,
EE-2025-0000234,401001,Salary Expenses,Chitra Parmar,05-11-2025,Being salary paid for Oct 2025,206761,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,4000,
EE-2025-0000236,401001,Salary Expenses,Gardner,05-11-2025,Being salary paid for Oct 2025,206762,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
EE-2025-0000238,408010,Professional Fees,Irene Rosario,05-11-2025,Oct to Dec 2025,206763,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,4633,
EE-2025-0000376,408010,Professional Fees,Irene Rosario,05-11-2025,Being bill paid for TDS return filling July to Sep 2026,206764,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
BE-2025-0000037,0,Bank Transfer,,05-11-2025,Being TDS reimbursed,206764,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,900,
BE-2025-0000033,0,Bank Transfer,,06-11-2025,BEING CASH WITHDRAWAL,206765,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2500,
EE-2025-0000338,403001,Electricity Charges,TATA Power,08-11-2025,Being elec bill paid Oct 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1393,
EE-2025-0000339,403001,Electricity Charges,TATA Power,08-11-2025,Being elec bill paid Oct 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,12404,
EE-2025-0000242,406008,Repair & Maintenance Others,BOMBAY SEEDS,11-11-2025,Being amount paid towards purchase san delta 1.25 ULV 1Lit  Aerosol gas can,206766,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,3200,
ME-2025-0002205,301011 301009 304001 301002 301004 301003 303001 301016,Education & Training Fund 2Wheeler Parking Charges  Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 602,14-11-2025,IMPS recd agst bill 257 dt 01.11.2025,531819038826,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,2297.00,,
ME-2025-0002189,301011 304001 301002 301004 301003 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 603,16-11-2025,UPI recd agst bill  02598 dt 01.11.2025,HDFCH00617140834,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3684.00,,
BE-2025-0000034,0,Bank Transfer,,17-11-2025,BEING CASH WITHDRAWAL,206767,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,8500,
ME-2025-0002206,301011 304001 301009 301004 301003 301016,Education & Training Fund Sinking Fund 2Wheeler Parking Charges  Water Charges Common Electricity Charges Maintenance Charges, G001,19-11-2025,UPI recd agst bill 260 dt. 01.11.2025,114366393627,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2378.00,,
ME-2025-0002207,301011 304001 301009 301004 301007 301003 303001 301016,Education & Training Fund Sinking Fund 2Wheeler Parking Charges  Water Charges Non Occupancy Charges Common Electricity Charges Property Tax Maintenance Charges, 403,19-11-2025,NEFT recd agst bill 250 dt. 01.11.2025,HDFCH00622829732,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3780.00,,
ME-2025-0002190,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 501,20-11-2025,NEFT recd agst bill 252 Dt 01.11.25,CBINH25324911314,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3545.00,,
ME-2025-0002208,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 303,20-11-2025,NEFT recd agst bill 246 dt. 01.11.2025,DCBLH01741895,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3430.00,,
ME-2025-0002209,301011 304001 301004 301003 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Maintenance Charges, G-II,20-11-2025,NEFT recd agst bill 259 dt. 01.11.2025,DCBLH01741773,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2240.00,,
ME-2025-0002191,301011 301012 304001 301004 301003 303001 301016,Education & Training Fund Late Payment Interest Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 204,22-11-2025,NEFT recd agst bill 243 dt. 01.11.25,532609318485,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3512.00,,
ME-2025-0002192,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 302,22-11-2025,IMPS recd agst bill dt. 01.11.25,532611911219,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3630.00,,
ME-2025-0002193,301002 301010 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 601,22-11-2025,IMPS recd agst bill dt. 01.11.25,532611911219,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4745.00,,
ME-2025-0002194,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 401,23-11-2025,NEFT recd agst bill dt. 01.11.25,IN2532709755734,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3489.00,,
ME-2025-0002195,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 404,23-11-2025,NEFT recd agst bill dt. 01.11.25,IN2532709755734,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3489.00,,
ME-2025-0002196,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 504,23-11-2025,NEFT recd agst bill dt. 01.11.25,IN2532709755734,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3545.00,,
ME-2025-0002202,301010,Additional Space Charges, S1/2/3A,24-11-2025,NEFT recd agst bill 233 dt. 01.11.2025,BARBW25328593678,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12922.00,,
ME-2025-0002203,301011 304001 301003 303001 301016,Education & Training Fund Sinking Fund Common Electricity Charges Property Tax Maintenance Charges, G2,24-11-2025,NEFT recd agst bill 234 dt. 01.11.2025,BARBW25328612649,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,11112.00,,
ME-2025-0002204,301011 304001 301009 301003 301016 303001,Education & Training Fund Sinking Fund 2Wheeler Parking Charges  Common Electricity Charges Maintenance Charges Property Tax, S1/2/3,24-11-2025,NEFT recd agst bill 235 dt. 01.11.2025,BARBW25328623380,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,21819.00,,
ME-2025-0002197,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 304,25-11-2025,Ch. dt. 25.11.25 recd agst bill 247 dt. 01.11.25,098809,Punjab National Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3489.00,,
ME-2025-0002198,301011 304001 301002 301004 301003 301020 301010 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Guest Parking Additional Space Charges Property Tax Maintenance Charges, 101,25-11-2025,Ch. dt. 25.11.25 recd agst bill 236 dt. 01.11.25,000002,Kotak Mahindra Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,5189.00,,
ME-2025-0002199,301011 304001 301002 301004 301003 301009 301010 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges 2Wheeler Parking Charges  Additional Space Charges Property Tax Maintenance Charges, 102,25-11-2025,Ch. dt. 25.11.25 recd agst bill 237 dt. 01.11.25,697623,State Bank of India, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4980.00,,
EE-2025-0000244,407011,Audit Fees,Audiors Fees,29-11-2025,Being amount paid towards legal fees charges,206768,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2000,
ME-2025-0002401,304008,Transfer Premium, 504,01-12-2025,NEFT recd agst transfer charges,IN12533511322842,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12500.00,,
ME-2025-0002414,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 503,01-12-2025,IMPS recd agst bill no.282 dt.01.12.25,533523345019,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3684.00,,
ME-2025-0002428,304008,Transfer Premium, 504,01-12-2025,Chq recd agst bill,000052,Bank of Baroda`, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12500.00,,
ME-2025-0002431,304005 304006,Entrance Fee Share Transfer Fee, 504,01-12-2025,ch recd agst bill,000053,Bank of Baroda`, Saraswat Bank - S.B. A/c 152200100300217 ,101001,700.00,,
BE-2025-0000020,0,Bank Transfer,,01-12-2025,Sweep out TD1001928473,TD1001928473,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,50000,
