"Assets > Saraswat Bank - S.B. A/c 152200100300217 ( 101001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
ME-2025-0000651,301012 301009 301003 301011 301016 303001 304001,Late Payment Interest 2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund, S1/2/3,21-06-2025,NEFT recd agst bill no. 063 dt 01.06.2025,BARBQ25172201577,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,18801.00,,
BE-2025-0000001,0,Bank Transfer,,21-06-2025,Sweep out TD1001706898,TD1001706898,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,50000,
ME-2025-0000634,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 302,25-06-2025,IMPS recd agst bill 073 dt. 01.06.2025,517610675200,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3348.00,,
ME-2025-0000635,301002 301010 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 601,25-06-2025,IMPS recd agst bill 073 dt. 01.06.2025,517610675200,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4436.00,,
ME-2025-0000636,301009 301003 301011 301016 304001 301004,2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Sinking Fund Water Charges, G001,25-06-2025,Ch. dt. 25.06.2025 recd agst bill no.088 dt 01.06.2025,000017,Bassein Catholic Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2628.00,,
ME-2025-0000638,301009 301002 301010 301003 301011 301016 303001 304001 301004,2Wheeler Parking Charges  4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 102,25-06-2025,Ch. dt. 25.06.2025 recd agst bill no. 065 dt 01.06.2025,697615,SBI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4698.00,,
ME-2025-0000639,301002 301010 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 101,25-06-2025,Ch. dt. 25.06.2025 recd agst bill no. 064 dt 01.06.2025,010427,Axis Bank LTD, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4394.00,,
ME-2025-0000640,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 304,25-06-2025,Ch. dt. 25.06.2025 recd agst bill no. 075 dt 01.06.2025,098795,PNB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3194.00,,
EE-2025-0000082,408010,Professional Fees,Irene Rosario,25-06-2025,Being bill paid for Q3 TDS Returns Filed,195291,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
BE-2025-0000026,0,Bank Transfer,,25-06-2025,Being TDS reimbursed for Q4,195291,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,900,
ME-2025-0000871,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 204,30-06-2025,Punjab Natioanal Bank,518127671464,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3194.00,,
BE-2025-0000004,0,Bank Transfer,,30-06-2025,Being sweep out TD1001717706,TD1001717706,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,50000,
EE-2025-0000085,401001,Salary Expenses,Shantaram Katkar,03-07-2025,Being salary paid for June 2025,195292,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2000,
EE-2025-0000093,406008,Repair & Maintenance Others,Unassigned,03-07-2025,Being amt paid to Deepak for cupboard purchased,195296,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2500,
EE-2025-0000323,403001,Electricity Charges,TATA Power,04-07-2025,Being elec bill paid june 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1326,
EE-2025-0000324,403001,Electricity Charges,TATA Power,04-07-2025,Being elec bill paid june 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,6904,
EE-2025-0000087,407001,Security Charges,Deepak Security Service,05-07-2025,Being bill paid for June 2025,195293,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,29700,
EE-2025-0000089,401001,Salary Expenses,Chitra Parmar,05-07-2025,Being salary paid for June 2025,195294,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,4000,
EE-2025-0000091,401001,Salary Expenses,Gardner,05-07-2025,Being salary paid for June 2025,195295,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
EE-2025-0000135,407001,Security Charges,Deepak Security Service,05-07-2025,Being bill paid for July 2025,195304,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,29700,
BE-2025-0000027,0,Bank Transfer,,07-07-2025,Being petty cash withdrawn,195297,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2500,
ME-2025-0000860,301011 304001 301002 301004 301003 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 503,08-07-2025,IMPS recd agst bill no.110 dt. 01.07.25,518918088719,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3378.00,,
ME-2025-0000861,301011 301012 304001 301004 301003 303001 301016,Education & Training Fund Late Payment Interest Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 402,12-07-2025,NEFT recd agst bill no.105 dt. 01.07.25,HDFCH00361181131,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3173.00,,
ME-2025-0000862,301009 301002 301003 301011 301016 303001 304001 301004 206001,2Wheeler Parking Charges  4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 2Wheeler Parking Charges  4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Advance Members Advance Members, 202,14-07-2025,NEFT recd agst bill no. 097 dt. 01.07.25,HDFCH00362705189,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,11844.00,,
ME-2025-0000844,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 302,19-07-2025,IMPS recd agst bill no. 101 112 dt 01.07.2025,520010145023,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3348.00,,
ME-2025-0000845,301002 301010 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 601,19-07-2025,IMPS recd agst bill no. 101 112 dt 01.07.2025,520010145023,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4436.00,,
ME-2025-0000863,301011 304001 301009 301004 301007 301003 303001 301016,Education & Training Fund Sinking Fund 2Wheeler Parking Charges  Water Charges Non Occupancy Charges Common Electricity Charges Property Tax Maintenance Charges, 403,20-07-2025,NEFT recd agst bill no.106 dt. 01.07.25,HDFCH00374140232,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3498.00,,
ME-2025-0000864,301011 304001 301003 303001 301016,Education & Training Fund Sinking Fund Common Electricity Charges Property Tax Maintenance Charges, G2,21-07-2025,NEFT recd agst bill no.090 dt. 01.07.25,520217356675,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,10056.00,,
ME-2025-0000865,301010,Additional Space Charges, S1/2/3A,21-07-2025,NEFT recd agst bill no.089 dt. 01.07.25,BARBV25202284190,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,12922.00,,
ME-2025-0000868,301011 304001 301009 301003 301016 303001,Education & Training Fund Sinking Fund 2Wheeler Parking Charges  Common Electricity Charges Maintenance Charges Property Tax, S1/2/3,21-07-2025,NEFT recd agst bill no.091 dt. 01.07.25,BARBV25202285982,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,18640.00,,
EE-2025-0000103,404001,Water Expenses,BMC,21-07-2025,Being water bil paid for the period 10.02.25 to 09.05.25,195299,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,6209,
ME-2025-0000846,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 401,22-07-2025,NEFT recd agst bill no. 104 107 108 111 dt 01.07.2025,ICICN12025072283563016,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3194.00,,
ME-2025-0000847,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 404,22-07-2025,NEFT recd agst bill no. 104 107 108 111 dt 01.07.2025,ICICN12025072283563016,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3194.00,,
ME-2025-0000848,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 501,22-07-2025,NEFT recd agst bill no. 104 107 108 111 dt 01.07.2025,ICICN12025072283563016,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3236.00,,
ME-2025-0000849,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 504,22-07-2025,NEFT recd agst bill no. 104 107 108 111 dt 01.07.2025,ICICN12025072283563016,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3236.00,,
ME-2025-0000869,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 303,22-07-2025,NEFT recd agst no.102 bill dt. 01.07.25,DCBLH06905505,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3148.00,,
ME-2025-0000872,301011 304001 301004 301003 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Maintenance Charges, G-II,22-07-2025,NEFT recd agst bill 115 Dt 01.07.25,DCBLH06905505,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2240.00,,
BE-2025-0000005,0,Bank Transfer,,22-07-2025,Being Sweep Out TD1001753035,TD1001753035,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,50000,
EE-2025-0000368,404001,Water Expenses,BMC,23-07-2025,Being water chgs paid 10.02.2025 TO 09.05.2025,195298,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,16380,
ME-2025-0000850,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 603,24-07-2025,NEFT recd agst bill no. 114 dt 01.07.2025,7308080808,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3388.00,,
ME-2025-0000870,301011 301009 304001 301002 301004 301003 303001 301016,Education & Training Fund 2Wheeler Parking Charges  Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 602,24-07-2025,IMPS recd agst bill no.113 dt. 01.07.25,520509020384,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3488.00,,
ME-2025-0000873,301003 301011 301016 305010 303001 304001 301004 301007 206001,Common Electricity Charges Education & Training Fund Maintenance Charges Penalty Property Tax Sinking Fund Water Charges Non Occupancy Charges Common Electricity Charges Education & Training Fund Maintenance Charges Penalty Property Tax Sinking Fund Water Charges Non Occupancy Charges Advance Members Advance Members, 502,24-07-2025,NEFT recd agst bill 109 DT 01.07.25,108657580540,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,10000.00,,
ME-2025-0000851,301012 301003 301011 301016 303001 304001 301004,Late Payment Interest Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 204,25-07-2025,UPI recd on account,520609201354,Punjab National Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3203.00,,
ME-2025-0000852,301009 301003 301011 301016 303001 304001 301004 301012 206001,2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Late Payment Interest 2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Advance Members Advance Members, 203,25-07-2025,Ch. dt. 10.07.2025 recd agst bill no. 098 dt 01.07.2025,173372,Union Bank Of India, Saraswat Bank - S.B. A/c 152200100300217 ,101001,13184.00,,
ME-2025-0000853,301011 304001 301002 301004 301003 303001 301010 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Additional Space Charges Maintenance Charges, 101,25-07-2025,Ch. dt. 25.07.2025 recd agst bill no. 092 dt 01.07.2025,000143,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4394.00,,
ME-2025-0000854,301011 304001 301002 301004 301003 301009 303001 301010 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges 2Wheeler Parking Charges  Property Tax Additional Space Charges Maintenance Charges, 102,25-07-2025,Ch. dt. 23.07.2025 recd agst bill no. 093 dt 01.07.2025,697617,SBI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4698.00,,
ME-2025-0000855,301012 301009 301002 301010 301003 301011 301016 303001 304001 301004 301007 206001,Late Payment Interest 2Wheeler Parking Charges  4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Non Occupancy Charges 2Wheeler Parking Charges  4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Non Occupancy Charges Advance Members Advance Members, 103,25-07-2025,Ch. dt. 20.07.2025 recd agst bill no. 094 dt 01.07.2025,000094,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,45000.00,,
ME-2025-0000856,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 304,25-07-2025,Ch. dt. 25.07.2025 recd agst bill no. 103 dt 01.07.2025,098800,PNB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3194.00,,
ME-2025-0000859,301011 304001 301004 301003 301009 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges 2Wheeler Parking Charges  Maintenance Charges, G001,25-07-2025,Ch. dt. 17.07.2025 recd agst bill no. 116 dt 01.07.2025,000020,Bassein Catholic Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2628.00,,
BE-2025-0000006,0,Bank Transfer,,29-07-2025,Being Sweep Out TD1001760950,TD1001760950,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,50000,
BE-2025-0000007,0,Bank Transfer,,31-07-2025,Being cash  withdrawn,195301,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,10000,
BE-2025-0000008,0,Bank Transfer,,01-08-2025,Sweep In TD1001760950,TD1001760950,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,50000.00,,
BE-2025-0000009,0,Bank Transfer,,01-08-2025,Sweep In TD1001753035,TD1001753035,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,50000.00,,
BE-2025-0000010,0,Bank Transfer,,01-08-2025,Sweep In TD1001717706,TD1001717706,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,50000.00,,
BE-2025-0000011,0,Bank Transfer,,01-08-2025,Sweep In TD1001706898,TD1001706898,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,50000.00,,
EE-2025-0000109,402001,Property Tax,BMC Property Tax,01-08-2025,Being property tax paid for the period 01.04.2025 to 30.09.2025,195300,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,275164,
EE-2025-0000133,401001,Salary Expenses,Shantaram Katkar,04-08-2025,Being salary paid for June 2025,195303,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2000,
EE-2025-0000139,401001,Salary Expenses,Chitra Parmar,05-08-2025,Being salary paid for July 2025,195305,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,4000,
EE-2025-0000143,401001,Salary Expenses,Gardner,05-08-2025,Being salary paid for July 2025,195306,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
EE-2025-0000145,406013,Building Repair and Maintenance,Wise Construction ,06-08-2025,Being bill paid for Advice towards  Building Repairs,195307,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,10000,
EE-2025-0000326,403001,Electricity Charges,TATA Power,08-08-2025,Being elec bill paid for July 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1374,
EE-2025-0000327,403001,Electricity Charges,TATA Power,08-08-2025,Being elec bill paid for July 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,7212,
EE-2025-0000147,411001,Fixed Asset Control A/C,Vij Technologies,13-08-2025,Being bill paid for CCTV Indoor Camera HD purchased,195308,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,6903,
ME-2025-0001089,301011 304001 301002 301004 301003 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 503,17-08-2025,IMPS recd agst bill no.138 dt. 01.08.25,522908661473,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3388.00,,
ME-2025-0001082,301002 301003 301011 301016 303001 304001 301004 206001,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Advance Members Advance Members, 603,18-08-2025,NEFT recd agst bill,HDFCH00429088954,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3750.00,,
ME-2025-0001090,301011 304001 301004 301003 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Maintenance Charges, G-II,19-08-2025,NEFT recd agst bill no.143 dt. 01.08.25,DCBLH01733366,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2240.00,,
ME-2025-0001091,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 303,19-08-2025,NEFT recd agst bill no.130 dt. 01.08.25,DCBLH01733490,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3148.00,,
ME-2025-0001078,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 401,20-08-2025,NEFT recd agst dt 01.08.2025,ICICN12025082091398073,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3194.00,,
ME-2025-0001079,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 404,20-08-2025,NEFT recd agst dt 01.08.2025,ICICN12025082091398073,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3194.00,,
ME-2025-0001080,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 501,20-08-2025,NEFT recd agst dt 01.08.2025,ICICN12025082091398073,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3236.00,,
ME-2025-0001081,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 504,20-08-2025,NEFT recd agst dt 01.08.2025,ICICN12025082091398073,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3236.00,,
ME-2025-0001092,301010,Additional Space Charges, S1/2/3A,21-08-2025,NEFT recd agst bill no.117 dt. 01.08.25,BARBT25233553085,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,12922.00,,
ME-2025-0001093,301011 304001 301003 303001 301016,Education & Training Fund Sinking Fund Common Electricity Charges Property Tax Maintenance Charges, G2,21-08-2025,NEFT recd agst bill no.118 dt. 01.08.25,BARBT25233553635,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,10056.00,,
ME-2025-0001094,301011 304001 301009 301003 301016 303001,Education & Training Fund Sinking Fund 2Wheeler Parking Charges  Common Electricity Charges Maintenance Charges Property Tax, S1/2/3,21-08-2025,NEFT recd agst bill no.119 dt. 01.08.25,BARBT25233554279,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,18640.00,,
BE-2025-0000029,0,Bank Transfer,,22-08-2025,Being cash withdrawn,195310,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2000,
ME-2025-0001083,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 302,24-08-2025,NEFT recd agst bill,523612680087,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3348.00,,
ME-2025-0001084,301002 301010 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 601,24-08-2025,NEFT recd agst bill,523612680087,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4436.00,,
ME-2025-0001085,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 304,25-08-2025,Ch dt 25.08.25 recd agst bill no.131 dt 01.08.25,098804,Panjab National Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3194.00,,
ME-2025-0001086,301011 304001 301002 301004 301003 301009 303001 301010 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges 2Wheeler Parking Charges  Property Tax Additional Space Charges Maintenance Charges, 102,25-08-2025,Ch dt 24.08.25 recd agst bill no.121 dt 01.08.25,697619,State Bank of India `, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4698.00,,
ME-2025-0001087,301011 304001 301002 301004 301003 303001 301010 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Additional Space Charges Maintenance Charges, 101,25-08-2025,Ch dt 25.08.25 recd agst bill no.120 dt 01.08.25,000148,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4394.00,,
ME-2025-0001088,301011 304001 301004 301003 301009 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges 2Wheeler Parking Charges  Maintenance Charges, G001,25-08-2025,Ch dt 05.08.25 recd agst bill no.144 dt 01.08.25,000021,Bassein Catholic Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2628.00,,
EE-2025-0000149,408010,Professional Fees,Irene Rosario,25-08-2025,Being bill paid for Q2 TDS return filing,195309,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
EE-2025-0000152,109001,Advance Payment to Vendors,Wise Construction ,25-08-2025,Advance towards Building Repairs,195311,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,25000,
BE-2025-0000028,0,Bank Transfer,,26-08-2025,Being TDS reimbursed for Q1,195309,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,900,
ME-2025-0001095,301012 301002 301003 301011 301016 303001 304001 301004,Late Payment Interest Late Payment Interest 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 104,28-08-2025,UPI recd agst bill 0095 dt.01.07.2025,110445929096,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,6836.00,,
ME-2025-0001096,301011 301009 304001 301002 301004 301003 303001 301016,Education & Training Fund 2Wheeler Parking Charges  Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 602,29-08-2025,IMPS recd agst bill 0141 dt.01.08.2025,524110022364,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3488.00,,
ME-2025-0001760,301012 301009 301002 301044 301003 301011 301016 303001 304001 301004,Late Payment Interest 2Wheeler Parking Charges  4Wheeler Parking Charges  Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 602,03-09-2025,NEFT recd agst bill 198 dt. 01.09.2025,SCBLH24600829809,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,5271.00,,
EE-2025-0000154,401001,Salary Expenses,Shantaram Katkar,05-09-2025,Being salary paid for August 2025,195312,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2000,
EE-2025-0000156,401001,Salary Expenses,Gardner,05-09-2025,Being salary paid for August 2025,195314,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
EE-2025-0000158,407001,Security Charges,Deepak Security Service,05-09-2025,Being bill paid for August 2025,195315,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,29700,
EE-2025-0000359,401001,Salary Expenses,Chitra Parmar,06-09-2025,Being salary paid for Aug 2025,195313,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,4000,
EE-2025-0000330,403001,Electricity Charges,TATA Power,08-09-2025,Being elec bill paid for Aug 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,7398,
EE-2025-0000331,403001,Electricity Charges,TATA Power,08-09-2025,Being elec bill paid Aug 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1384,
ME-2025-0001761,206001,Advance Members, 502,09-09-2025,UPI recd as advance,110998732862,HDFC BANK `, Saraswat Bank - S.B. A/c 152200100300217 ,101001,10000.00,,
ME-2025-0001749,301044 301003 301011 301016 303001 304001 301004,Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 401,10-09-2025,NEFT recd agst bill dt 01.09.2025,ICICN12025091096925048,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4962.00,,
ME-2025-0001750,301044 301003 301011 301016 303001 304001 301004,Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 404,10-09-2025,NEFT recd agst bill dt 01.09.2025,ICICN12025091096925048,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4962.00,,
ME-2025-0001751,301044 301003 301011 301016 303001 304001 301004,Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 501,10-09-2025,NEFT recd agst bill dt 01.09.2025,ICICN12025091096925048,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,5092.00,,
ME-2025-0001752,301044 301003 301011 301016 303001 304001 301004,Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 504,10-09-2025,NEFT recd agst bill dt 01.09.2025,ICICN12025091096925048,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,5092.00,,
BE-2025-0000030,0,Bank Transfer,,10-09-2025,Being petty cash withdrawn,195316,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2500,
ME-2025-0001762,301002 301044 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 503,12-09-2025,IMPS recd agst bill 195 dt. 01.09.2025,525523047041,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,5164.00,,
